X,id_tanggal_transaksi_awal,tanggal_transaksi_awal,tipe_kartu,id_merchant,nama_merchant,tipe_mesin,tipe_transaksi,nama_transaksi,nilai_transaksi,id_negara,nama_negara,nama_kota,lokasi_mesin,pemilik_mesin,waktu_transaksi,kuartal_transaksi,kepemilikan_kartu,nama_channel,id_channel,flag_transaksi_finansial,status_transaksi,bank_pemilik_kartu,rata_rata_nilai_transaksi,maksimum_nilai_transaksi,minimum_nilai_transaksi,rata_rata_jumlah_transaksi,flag_transaksi_fraud
12899,2457431,2457482,93,-2,1798,-3,440,15,1425000.0,96,5,128,5722,323,152625,3,1,5,8,False,3,999,760182.0555,7000000.0,30900.0,6.28,1
8832,2457468,2457553,111,-2,1798,3166779,26,10,200000.0,96,5,259,8422,613,163028,3,2,1,9,False,3,999,0.0,0.0,0.0,0.0,1
1033,2457608,2457697,93,-2,1798,1874486,26,10,1250000.0,96,5,128,2415,613,140639,3,2,1,9,False,3,999,992390.5128,2804000.0,100000.0,2.0,1
2447,2457632,2457690,104,-2,1798,2182534,238,9,4900000.0,96,5,60,5592,613,161846,3,2,1,9,False,3,999,800458.0882,6339100.0,5700.0,2.95,1
13972,2457629,2457662,111,-2,1798,1775188,238,9,1000000.0,96,5,69,5477,613,41850,1,2,1,9,False,3,999,522467.0278,2800000.0,25000.0,3.5,1
148,2457402,2457467,103,-2,1798,-3,156,12,800000.0,96,5,186,7733,1660,80234,2,1,5,8,False,3,999,1215193.268,10500000.0,13462.0,1.71,1
9268,2457348,2457374,111,-2,1798,1434745,26,10,2500000.0,96,5,75,1212,613,91912,2,2,1,9,False,3,999,2750000.0,15000000.0,1000000.0,2.0,1
6359,2457524,2457583,0,-2,1798,2452277,385,11,100000.0,96,5,128,8206,613,82003,2,2,1,9,False,3,999,580576.2791,3850000.0,50000.0,1.45,1
14077,2457459,2457545,104,-2,1798,-3,156,12,500000.0,96,5,255,7833,908,201119,4,1,5,8,False,3,999,642105.2632,2000000.0,100000.0,1.47,1
9739,2457510,2457547,111,-2,1798,1185925,26,10,2500000.0,96,5,128,514,613,92415,2,2,1,9,False,3,999,942245.1964,4800000.0,50000.0,1.43,1
10735,2457650,2457745,93,-2,1798,-3,156,12,300000.0,96,5,8,241,131,150523,3,1,5,8,False,3,999,771791.8291,5000000.0,50000.0,2.6,1
4922,2457621,2457665,0,-2,1798,-3,156,12,1000000.0,96,5,128,1179,1993,185225,4,1,5,8,False,3,999,691304.3478,2922000.0,50000.0,2.16,1
2416,2457298,2457354,2,473365,1000,2456468,58,6,980000.0,96,5,60,5976,1519,203456,4,2,2,4,False,3,999,1569020.274,15000000.0,50000.0,1.74,1
799,2457591,2457642,93,-2,1798,-3,156,12,1250000.0,96,5,265,7697,509,90039,2,1,5,8,False,3,999,2890048.841,48800000.0,63800.0,1.59,1
2678,2457539,2457604,103,-2,1798,-3,156,12,1000000.0,96,5,107,5660,1399,100025,2,1,5,8,False,3,999,1569376.744,10350000.0,27000.0,1.62,1
13208,2457641,2457684,111,-2,1798,-3,156,12,300000.0,96,5,128,2008,2642,191247,4,1,5,8,False,3,999,245127.7474,1250000.0,10000.0,1.52,1
891,2457659,2457721,93,-2,1798,1199632,26,10,2500000.0,96,5,155,582,613,80656,2,2,1,9,False,3,999,414831.5625,1100000.0,100000.0,1.67,1
2751,2457530,2457622,1,-2,1798,-3,156,12,1000000.0,96,5,128,7806,547,63903,2,1,5,8,False,3,999,1355000.0,2592200.0,100000.0,1.43,1
946,2457586,2457641,103,572187,1485,2441134,58,6,10350000.0,96,5,244,7642,2209,193536,4,2,2,4,False,3,999,1240408.889,2500000.0,250000.0,1.17,1
9648,2457540,2457632,93,-2,1798,1564130,26,10,1250000.0,96,5,128,1768,613,121715,3,2,1,9,False,3,999,4143191.192,53377977.0,30000.0,1.67,1
10004,2457529,2457600,103,-2,1798,2713928,26,10,100000.0,96,5,265,8491,613,80356,2,2,1,9,False,3,999,135478.4217,1000000.0,20000.0,1.32,1
2748,2457421,2457449,5,498410,1834,2101997,58,6,302000.0,96,5,273,7630,2657,21116,1,2,2,4,False,3,999,800644.4737,5500000.0,26500.0,2.62,1
3555,2457328,2457425,4,-2,1798,1505890,159,19,5000000.0,96,5,265,1720,613,153852,3,2,1,9,False,3,999,931368.5541,1945000.0,220300.0,1.0,1
2409,2457536,2457591,93,-2,1798,1180307,159,19,13918500.0,96,5,128,503,613,105614,2,2,1,9,False,3,999,0.0,0.0,0.0,0.0,1
8840,2457606,2457665,103,-2,1798,3,156,19,5000000.0,96,5,13,150,613,122001,3,2,1,9,False,3,999,825846.4286,1100000.0,100000.0,2.4,1
14964,2457447,2457532,111,-2,1798,1349162,159,19,5813449.0,96,5,241,862,613,112524,2,2,1,9,False,3,999,744160.56,2500000.0,122820.0,1.48,1
10160,2457652,2457749,0,-2,1798,-3,156,12,300000.0,96,5,8,231,257,55844,1,1,5,8,False,3,999,355365.5455,3000000.0,10000.0,2.87,1
2573,2457328,2457414,4,-2,1798,2426890,159,19,5000000.0,96,5,265,3972,613,63613,2,2,1,9,False,3,999,6538333.333,25000000.0,533000.0,1.0,1
10922,2457618,2457627,0,-2,1798,2751069,159,19,1560405.0,96,5,60,4254,613,131757,3,2,1,9,False,3,999,258973.0417,1000000.0,22950.0,1.88,1
9842,2457439,2457508,111,-2,1798,-3,156,12,2500000.0,96,5,1,2017,2166,91849,2,1,5,8,False,3,999,1014184.387,10100000.0,25000.0,2.46,1
1590,2457628,2457651,103,-2,1798,1331131,159,19,10000000.0,96,5,128,5117,613,135723,3,2,1,9,False,3,999,1915767.64,2500000.0,50000.0,2.36,1
120,2457423,2457507,4,-2,1798,1453905,26,10,2500000.0,96,5,128,1451,613,53953,1,2,1,9,False,3,999,5094545.455,23640000.0,1026000.0,1.94,1
2098,2457468,2457560,5,-2,1798,2154622,26,10,1250000.0,96,5,60,3259,613,93124,2,2,1,9,False,3,999,1188846.154,5050500.0,71700.0,1.0,1
1854,2457303,2457361,0,-2,1798,91674,26,10,2500000.0,96,5,128,3350,613,122525,3,2,1,9,False,3,999,737313.4615,1250000.0,101090.0,1.75,1
9358,2457539,2457619,103,-2,1798,1840148,26,10,2500000.0,96,5,265,2300,613,174652,3,2,1,9,False,3,999,304203.7308,1200000.0,16700.0,1.35,1
12412,2457528,2457537,111,-2,1798,1366850,26,10,700000.0,96,5,128,1021,613,104039,2,2,1,9,False,3,999,474418.1818,3580000.0,23000.0,2.0,1
11605,2457422,2457436,111,-2,1798,1092889,385,11,2000000.0,96,5,128,360,613,92219,2,2,1,9,False,3,999,2923007.895,45000000.0,25000.0,2.33,1
14602,2457646,2457735,111,-2,1798,1818260,385,11,2500000.0,96,5,128,2182,613,95538,2,2,1,9,False,3,999,2435584.242,13500000.0,41500.0,2.36,1
10957,2457662,2457736,104,-2,1798,1261384,238,9,1250000.0,96,5,70,5315,613,193832,4,2,1,9,False,3,999,1836053.1909999999,1900000.0,1250000.0,2.8,1
7254,2457308,2457387,111,-2,1798,-3,156,12,2500000.0,96,5,221,1259,1594,153340,3,1,5,8,False,3,999,655099.7807,1500000.0,150000.0,2.96,1
4103,2457542,2457628,103,-2,1798,-3,156,12,200000.0,96,5,60,5285,1619,11426,1,1,5,8,False,3,999,579214.5833,2800000.0,51980.0,1.46,1
2364,2457304,2457395,111,-2,1798,2601925,147,3,500000.0,96,5,259,4129,613,115945,2,2,1,9,False,3,999,418081.3679,2000000.0,20300.0,1.43,1
6963,2457566,2457608,93,-2,1798,-3,156,12,1000000.0,96,5,70,5103,2505,181434,4,1,5,8,False,3,999,3433434.1089999997,76308648.0,50000.0,1.61,1
12169,2457358,2457447,4,-2,1798,257686,26,10,2500000.0,96,5,265,4703,613,94557,2,2,1,9,False,3,999,931368.5541,12828000.0,20000.0,1.68,1
3441,2457344,2457359,111,-2,1798,-3,156,12,1250000.0,96,5,8,203,195,142512,3,1,5,8,False,3,999,1121962.467,5000000.0,50000.0,3.04,1
13790,2457445,2457520,93,390981,720,2556336,58,6,690000.0,96,5,136,6108,1166,165258,3,2,2,4,False,3,999,1141773.688,13104000.0,50000.0,1.44,1
3004,2457565,2457648,93,-2,1798,-3,26,10,1250000.0,96,5,128,7769,508,63903,2,1,5,8,False,3,999,775438.0323,14000000.0,20000.0,2.24,1
10062,2457323,2457408,103,-2,1798,1847497,26,10,1000000.0,96,5,102,2315,613,73120,2,2,1,9,False,3,999,621955.6962,2500000.0,20400.0,1.57,1
12124,2457445,2457451,0,-2,1798,-3,158,12,500000.0,96,5,128,1263,1628,164142,3,1,5,8,False,3,999,2230763.391,24537500.0,100000.0,2.45,1
5723,2457419,2457483,111,-2,1798,-3,440,15,1950000.0,96,5,8,55,139,130759,3,1,5,8,False,3,999,957204.3478,5527000.0,51500.0,1.59,1
6727,2457428,2457515,0,-2,1798,1455294,159,19,11160000.0,96,5,128,1474,613,124236,3,2,1,9,False,3,999,1924333.439,15900000.0,29234.0,4.26,1
14777,2457632,2457684,111,-2,1798,1339978,301,16,10000000.0,96,5,211,779,613,42547,1,2,1,9,False,3,999,2030923.092,6500000.0,100000.0,2.46,1
1237,2457388,2457463,0,-2,1798,1595856,301,16,12000000.0,96,5,128,1980,613,101439,2,2,1,9,False,3,999,1412310.625,4734700.0,100000.0,2.1,1
13799,2457398,2457489,104,-2,1798,-3,156,12,900000.0,96,5,8,231,201,62018,2,1,5,8,False,3,999,502777.7778,1800000.0,50000.0,1.84,1
2249,2457447,2457471,0,-2,1798,-3,156,12,1250000.0,96,5,8,174,103,153051,3,1,5,8,False,3,999,617093.6098,1250000.0,54000.0,1.75,1
1294,2457473,2457500,103,-2,1798,1472738,385,11,2500000.0,96,5,128,1510,613,100611,2,2,1,9,False,3,999,997356.0606,1000000.0,250000.0,2.4,1
12441,2457423,2457513,0,-2,1798,-3,158,12,2866846.0,96,5,1,1639,350,71733,2,1,5,8,False,3,999,2230763.391,30000000.0,50000.0,2.64,1
14616,2457599,2457691,104,-2,1798,-3,156,12,1250000.0,96,5,70,681,1993,192810,4,1,5,8,False,3,999,1203335.632,10000000.0,70700.0,1.54,1
4784,2457515,2457606,111,-2,1798,-3,156,12,500000.0,96,5,33,206,208,74618,2,1,5,8,False,3,999,2498710.0,12000000.0,52400.0,1.93,1
5660,2457473,2457525,111,-2,1798,2162048,26,10,1250000.0,96,5,128,3226,613,75858,2,2,1,9,False,3,999,3966297.7210000004,25000000.0,50000.0,1.67,1
5785,2457391,2457471,111,-2,1798,457,238,9,1950000.0,96,5,101,2663,613,155948,3,2,1,9,False,3,999,876174.0532,4000000.0,25000.0,2.54,1
3482,2457634,2457682,93,-2,1798,-3,156,12,2500000.0,96,5,85,596,2128,2140,1,1,5,8,False,3,999,2242151.193,25000000.0,100000.0,3.2,1
12172,2457469,2457559,111,-2,1798,2547193,159,19,22075.0,96,5,128,8363,613,40104,1,2,1,9,False,3,999,330095.8478,3710000.0,10250.0,2.22,1
5340,2457426,2457519,0,-2,1798,2376212,26,10,1250000.0,96,5,265,3752,613,113153,2,2,1,9,False,3,999,740672.8395,21000000.0,25000.0,3.05,1
37,2457511,2457572,104,-2,1798,285906,301,16,10000000.0,96,5,259,5237,613,171636,3,2,1,9,False,3,999,493968.7667,2500000.0,50000.0,2.25,1
14076,2457608,2457654,93,-2,1798,2109366,159,19,35000000.0,96,5,140,2983,613,204611,4,2,1,9,False,3,999,5990080.829,40000000.0,100000.0,2.5,1
8390,2457642,2457711,104,-2,1798,-3,156,12,1250000.0,96,5,8,226,133,135654,3,1,5,8,False,3,999,462000.0,4000000.0,42150.0,2.44,1
14293,2457634,2457725,111,-2,1798,-3,156,12,1250000.0,96,5,8,213,191,165225,3,1,5,8,False,3,999,1325667.504,9500000.0,26500.0,2.31,1
12474,2457416,2457504,111,334634,1732,2158894,58,6,1200600.0,96,5,128,7063,2545,120516,3,2,2,4,False,3,999,1219878.346,10000000.0,20000.0,2.57,1
3138,2457624,2457671,5,-2,1798,1865266,385,11,1250000.0,96,5,69,2370,613,100536,2,2,1,9,False,3,999,947383.0317,2500000.0,200000.0,1.14,1
4465,2457408,2457493,4,-2,1798,2060633,385,11,1250000.0,96,5,259,2883,613,94038,2,2,1,9,False,3,999,656741.4262,2500000.0,35200.0,2.11,1
2029,2457507,2457596,0,-2,1798,2112007,385,11,1250000.0,96,5,86,3084,613,172952,3,2,1,9,False,3,999,1068305.905,12000000.0,50000.0,1.8,1
12527,2457496,2457550,111,-2,1798,-3,156,12,1250000.0,96,5,17,193,202,81618,2,1,5,8,False,3,999,1590310.4619999998,16614000.0,50000.0,2.7,1
8459,2457559,2457651,93,-2,1798,-3,156,12,1250000.0,96,5,133,7752,508,84500,2,1,5,8,False,3,999,984791.2186,46500000.0,19000.0,3.4,1
13132,2457501,2457593,4,-2,1798,-3,156,12,2500000.0,96,5,125,3800,2397,135433,3,1,5,8,False,3,999,858868.0488,1500000.0,149000.0,1.14,1
1288,2457396,2457479,1,-2,1798,701280,159,19,12000000.0,96,5,128,4925,613,160003,3,2,1,9,False,3,999,466666.6667,1000000.0,200000.0,1.25,1
12501,2457408,2457495,93,-2,1798,-3,156,12,1250000.0,96,5,128,1267,840,115327,2,1,5,8,False,3,999,1765622.4730000002,25000000.0,50000.0,3.16,1
2046,2457452,2457539,0,210868,27,1905902,58,6,330000.0,96,5,221,5841,294,180719,4,2,2,4,False,3,999,752648.2222,5000000.0,9500.0,1.93,1
9781,2457346,2457393,111,-2,1798,-3,156,12,500000.0,96,5,259,5666,887,153029,3,1,5,8,False,3,999,533333.3333,2500000.0,100000.0,1.53,1
12221,2457620,2457709,103,-2,1798,-3,156,12,1250000.0,96,5,8,84,194,74740,2,1,5,8,False,3,999,832717.9487,4500000.0,100000.0,2.07,1
11231,2457620,2457717,111,-2,1798,-3,156,12,1250000.0,96,5,165,5104,1407,102556,2,1,5,8,False,3,999,1030890.22,17000000.0,25000.0,2.93,1
8805,2457636,2457677,111,-2,1798,1959973,385,11,1250000.0,96,5,265,2584,613,154228,3,2,1,9,False,3,999,1028473.077,2500000.0,100000.0,1.23,1
2645,2457530,2457622,104,-2,1798,-3,156,12,1250000.0,96,5,128,7784,1352,95116,2,1,5,8,False,3,999,1915767.64,10404633.0,100000.0,2.55,1
5658,2457612,2457608,111,-2,1798,-3,440,15,15000000.0,96,5,59,5643,2181,174555,3,1,5,8,False,3,999,1162814.217,2500000.0,224910.0,1.5,1
11733,2457444,2457502,103,-2,1798,1466627,26,10,200000.0,96,5,191,1455,613,102751,2,2,1,9,False,3,999,822083.3333,2800000.0,35100.0,1.5,1
13654,2457320,2457353,93,-2,1798,-3,156,12,500000.0,96,5,208,286,567,135855,3,1,5,8,False,3,999,1755681.165,8000000.0,25000.0,3.83,1
8475,2457509,2457516,103,-2,1798,1331131,159,19,10000000.0,96,5,265,783,613,103339,2,2,1,9,False,3,999,493968.7667,2751000.0,25000.0,1.87,1
12099,2457359,2457446,111,-2,1798,1247500,385,11,1250000.0,96,5,128,698,613,134942,3,2,1,9,False,3,999,369200.0,1000000.0,51500.0,1.89,1
12921,2457510,2457602,111,-2,1798,-3,156,12,2100000.0,96,5,128,62,164,154634,3,1,5,8,False,3,999,2047450.495,12500000.0,52400.0,4.5,1
12164,2457620,2457712,103,-2,1798,-3,156,12,1250000.0,96,5,149,7729,617,141836,3,1,5,8,False,3,999,341704.5455,1000000.0,100000.0,1.33,1
