X;id_tanggal_transaksi_awal;tanggal_transaksi_awal;tipe_kartu;id_merchant;nama_merchant;tipe_mesin;tipe_transaksi;nama_transaksi;nilai_transaksi;id_negara;nama_negara;nama_kota;lokasi_mesin;pemilik_mesin;waktu_transaksi;kuartal_transaksi;kepemilikan_kartu;nama_channel;id_channel;flag_transaksi_finansial;status_transaksi;bank_pemilik_kartu;rata_rata_nilai_transaksi;maksimum_nilai_transaksi;minimum_nilai_transaksi;rata_rata_jumlah_transaksi;flag_transaksi_fraud;grouped_time;selisih_transaksi
11415;2457390;2457422;2;-2;1798;241382;159;19;10000000;96;5;128;4429;613;195010;4;2;1;9;FALSE;3;999;1569020,274;6711000;50460;2,43;1;3;8430979,726
7340;2457628;2457721;104;592211;1011;1762256;58;6;21000;96;5;136;5749;1529;143953;3;2;2;4;FALSE;3;999;181401,7917;650000;23000;2,09;1;2;160401,7917
14998;2457565;2457625;111;-2;1798;2515620;26;10;400000;96;5;293;4031;613;85706;2;2;1;9;FALSE;3;999;630566,0108;7000000;52000;1,3;1;2;230566,0108
9549;2457545;2457634;111;-2;1798;1245652;385;11;1200000;96;5;265;692;613;161927;3;2;1;9;FALSE;3;999;1888709,677;6700000;50000;2,11;1;2;688709,677
2352;2457508;2457547;1;-2;1798;2810558;159;19;5000000;96;5;211;4191;613;94946;2;2;1;9;FALSE;3;999;1386250;2500000;700000;1,4;1;2;3613750
5721;2457503;2457592;103;-2;1798;3040001;238;9;1250000;96;5;128;8159;613;190534;4;2;1;9;FALSE;3;999;1915767,64;2500000;100000;1;1;3;665767,64
13058;2457457;2457464;103;-2;1798;-3;156;12;500000;96;5;8;164;19;132611;3;1;5;8;FALSE;3;999;745454,5455;2500000;50000;1,52;1;2;245454,5455
11794;2457438;2457452;104;-2;1798;-3;156;12;150000;96;5;8;158;171;173917;3;1;5;8;FALSE;3;999;833911,7241;3000000;100000;1,3;1;2;683911,7241
1498;2457327;2457378;111;-2;1798;1083542;385;11;2500000;96;5;60;313;613;122634;3;2;1;9;FALSE;3;999;435511,1111;1200000;40400;1,13;1;2;2064488,889
464;2457475;2457518;104;-2;1798;-3;156;12;1250000;96;5;41;51;241;151418;3;1;5;8;FALSE;3;999;1039990,667;2880000;15900;2,06;1;2;210009,333
10019;2457404;2457496;4;-2;1798;2787948;301;16;5100000;96;5;215;7898;613;124419;3;2;1;9;FALSE;3;999;6690283,49;25000000;500000;3,53;1;2;1590283,49
3623;2457510;2457540;0;-2;1798;-3;156;12;2500000;96;5;121;1264;687;190401;4;1;5;8;FALSE;3;999;1080399,504;10000000;100000;1,89;1;3;1419600,496
4346;2457431;2457453;111;-2;1798;-3;156;12;2500000;96;5;128;7698;2185;181133;4;1;5;8;FALSE;3;999;2029896;12500000;250000;4,5;1;2;470104
4664;2457341;2457423;4;-2;1798;1591894;385;11;1000000;96;5;265;1893;613;75006;2;2;1;9;FALSE;3;999;593239,686;2500000;11000;3,9;1;1;406760,314
4512;2457347;2457423;111;-2;1798;-3;156;12;300000;96;5;128;7741;1985;141744;3;1;5;8;FALSE;3;999;667081,049;1250000;100000;1,83;1;2;367081,049
8010;2457569;2457603;93;-2;1798;2793224;26;10;1250000;96;5;128;4351;613;193252;4;2;1;9;FALSE;3;999;695916,6667;750000;500000;1;1;3;554083,3333
7746;2457378;2457457;103;-2;1798;-3;156;12;1000000;96;5;75;8695;2052;93421;2;1;5;8;FALSE;3;999;943750;2000000;200000;1,33;1;2;56250
5256;2457649;2457740;104;-2;1798;1474226;385;11;500000;96;5;221;1440;613;213323;4;2;1;9;FALSE;3;999;1147061,235;5000000;17200;1,6;1;3;647061,235
14582;2457385;2457468;111;-2;1798;234237;26;10;2000000;96;5;128;3193;613;133105;3;2;1;9;FALSE;3;999;294207,3171;600000;26500;1,5;1;2;1705792,683
9955;2457567;2457598;111;-2;1798;1466619;385;11;1250000;96;5;265;1489;613;124352;3;2;1;9;FALSE;3;999;1212157,412;2000000;100000;1,17;1;2;37842,588
9786;2457463;2457556;103;-2;1798;-3;156;12;2000000;96;5;240;1614;2168;84836;2;1;5;8;FALSE;3;999;1277773,684;10000000;32740;3,4;1;2;722226,316
4345;2457515;2457602;111;-2;1798;3105472;238;9;1150000;96;5;218;8259;613;110955;2;2;1;9;FALSE;3;999;446787,5778;1250000;100000;2,43;1;2;703212,4222
12880;2457561;2457595;1;-2;1798;1211766;159;19;99000;96;5;128;603;613;153716;3;2;1;9;FALSE;3;999;2931390,898;5000000;500000;1,64;1;2;2832390,898
131;2457301;2457379;111;-2;1798;-3;156;12;2000000;96;5;152;5719;1660;65454;2;1;5;8;FALSE;3;999;1883520;2500000;100000;2,34;1;1;116480
6633;2457512;2457591;111;-2;1798;-3;156;12;1500000;96;5;265;3512;2030;65702;2;1;5;8;FALSE;3;999;1445945,946;2500000;100000;1,56;1;1;54054,054
4649;2457621;2457705;0;-2;1798;-3;156;12;1500000;96;5;60;596;1547;171140;3;1;5;8;FALSE;3;999;626562,5;2500000;26000;2,11;1;2;873437,5
2492;2457400;2457435;103;-2;1798;2791001;385;11;2500000;96;5;102;7855;613;182641;4;2;1;9;FALSE;3;999;417920,9355;1500000;25000;1,42;1;2;2082079,064
8994;2457662;2457697;104;-2;1798;2413327;385;11;1250000;96;5;241;3701;613;143321;3;2;1;9;FALSE;3;999;90000;100000;50000;3,98;1;2;1160000
13816;2457540;2457590;111;-2;1798;1402246;385;11;1000000;96;5;70;1077;613;195355;4;2;1;9;FALSE;3;999;1031508,142;2500000;50000;1,52;1;3;31508,142
13200;2457533;2457565;111;-2;1798;1225102;385;11;1250000;96;5;128;617;613;213532;4;2;1;9;FALSE;3;999;1080313,025;8000000;25000;1,54;1;3;169686,975
11760;2457467;2457496;93;-2;1798;358101;385;11;1250000;96;5;70;4886;613;141433;3;2;1;9;FALSE;3;999;2074680,708;30000000;101500;1,23;1;2;824680,708
10589;2457448;2457535;93;-2;1798;-3;156;12;2000000;96;5;293;5670;1537;94457;2;1;5;8;FALSE;3;999;2116285,714;9700000;24500;1,65;1;2;116285,714
5923;2457616;2457632;93;-2;1798;87462;147;3;3039000;96;5;114;5141;613;131919;3;2;1;9;FALSE;3;999;2242151,193;25000000;100000;1,79;1;2;796848,807
2179;2457662;2457663;93;33716;974;3085428;58;6;1441000;96;5;57;7080;1489;174328;3;2;2;4;FALSE;3;999;299704,1111;1200000;50000;1,43;1;2;1141295,889
972;2457650;2457666;111;-2;1798;2321942;385;11;1250000;96;5;265;3597;613;83849;2;2;1;9;FALSE;3;999;653370,4028;8554000;25000;1,74;1;2;596629,5972
10468;2457580;2457593;103;-2;1798;-3;156;12;2000000;96;5;270;5690;331;53904;1;1;5;8;FALSE;3;999;4200000;6596072;50000;2,54;1;1;2200000
4625;2457385;2457407;4;-2;1798;2419356;385;11;1250000;96;5;265;3614;613;134855;3;2;1;9;FALSE;3;999;1507473,115;6000000;26500;1,97;1;2;257473,115
12899;2457431;2457482;93;-2;1798;-3;440;15;1425000;96;5;128;5722;323;152625;3;1;5;8;FALSE;3;999;760182,0555;7000000;30900;6,28;1;2;664817,9445
8832;2457468;2457553;111;-2;1798;3166779;26;10;200000;96;5;259;8422;613;163028;3;2;1;9;FALSE;3;999;0;0;0;0;1;2;200000
1033;2457608;2457697;93;-2;1798;1874486;26;10;1250000;96;5;128;2415;613;140639;3;2;1;9;FALSE;3;999;992390,5128;2804000;100000;2;1;2;257609,4872
2447;2457632;2457690;104;-2;1798;2182534;238;9;4900000;96;5;60;5592;613;161846;3;2;1;9;FALSE;3;999;800458,0882;6339100;5700;2,95;1;2;4099541,912
13972;2457629;2457662;111;-2;1798;1775188;238;9;1000000;96;5;69;5477;613;41850;1;2;1;9;FALSE;3;999;522467,0278;2800000;25000;3,5;1;1;477532,9722
148;2457402;2457467;103;-2;1798;-3;156;12;800000;96;5;186;7733;1660;80234;2;1;5;8;FALSE;3;999;1215193,268;10500000;13462;1,71;1;2;415193,268
9268;2457348;2457374;111;-2;1798;1434745;26;10;2500000;96;5;75;1212;613;91912;2;2;1;9;FALSE;3;999;2750000;15000000;1000000;2;1;2;250000
6359;2457524;2457583;0;-2;1798;2452277;385;11;100000;96;5;128;8206;613;82003;2;2;1;9;FALSE;3;999;580576,2791;3850000;50000;1,45;1;2;480576,2791
14077;2457459;2457545;104;-2;1798;-3;156;12;500000;96;5;255;7833;908;201119;4;1;5;8;FALSE;3;999;642105,2632;2000000;100000;1,47;1;3;142105,2632
9739;2457510;2457547;111;-2;1798;1185925;26;10;2500000;96;5;128;514;613;92415;2;2;1;9;FALSE;3;999;942245,1964;4800000;50000;1,43;1;2;1557754,804
10735;2457650;2457745;93;-2;1798;-3;156;12;300000;96;5;8;241;131;150523;3;1;5;8;FALSE;3;999;771791,8291;5000000;50000;2,6;1;2;471791,8291
4922;2457621;2457665;0;-2;1798;-3;156;12;1000000;96;5;128;1179;1993;185225;4;1;5;8;FALSE;3;999;691304,3478;2922000;50000;2,16;1;2;308695,6522
2416;2457298;2457354;2;473365;1000;2456468;58;6;980000;96;5;60;5976;1519;203456;4;2;2;4;FALSE;3;999;1569020,274;15000000;50000;1,74;1;3;589020,274
799;2457591;2457642;93;-2;1798;-3;156;12;1250000;96;5;265;7697;509;90039;2;1;5;8;FALSE;3;999;2890048,841;48800000;63800;1,59;1;2;1640048,841
2678;2457539;2457604;103;-2;1798;-3;156;12;1000000;96;5;107;5660;1399;100025;2;1;5;8;FALSE;3;999;1569376,744;10350000;27000;1,62;1;2;569376,744
13208;2457641;2457684;111;-2;1798;-3;156;12;300000;96;5;128;2008;2642;191247;4;1;5;8;FALSE;3;999;245127,7474;1250000;10000;1,52;1;3;54872,2526
891;2457659;2457721;93;-2;1798;1199632;26;10;2500000;96;5;155;582;613;80656;2;2;1;9;FALSE;3;999;414831,5625;1100000;100000;1,67;1;2;2085168,438
2751;2457530;2457622;1;-2;1798;-3;156;12;1000000;96;5;128;7806;547;63903;2;1;5;8;FALSE;3;999;1355000;2592200;100000;1,43;1;1;355000
946;2457586;2457641;103;572187;1485;2441134;58;6;10350000;96;5;244;7642;2209;193536;4;2;2;4;FALSE;3;999;1240408,889;2500000;250000;1,17;1;3;9109591,111
9648;2457540;2457632;93;-2;1798;1564130;26;10;1250000;96;5;128;1768;613;121715;3;2;1;9;FALSE;3;999;4143191,192;53377977;30000;1,67;1;2;2893191,192
10004;2457529;2457600;103;-2;1798;2713928;26;10;100000;96;5;265;8491;613;80356;2;2;1;9;FALSE;3;999;135478,4217;1000000;20000;1,32;1;2;35478,4217
2748;2457421;2457449;5;498410;1834;2101997;58;6;302000;96;5;273;7630;2657;21116;1;2;2;4;FALSE;3;999;800644,4737;5500000;26500;2,62;1;1;498644,4737
3555;2457328;2457425;4;-2;1798;1505890;159;19;5000000;96;5;265;1720;613;153852;3;2;1;9;FALSE;3;999;931368,5541;1945000;220300;1;1;2;4068631,446
2409;2457536;2457591;93;-2;1798;1180307;159;19;13918500;96;5;128;503;613;105614;2;2;1;9;FALSE;3;999;0;0;0;0;1;2;13918500
8840;2457606;2457665;103;-2;1798;3;156;19;5000000;96;5;13;150;613;122001;3;2;1;9;FALSE;3;999;825846,4286;1100000;100000;2,4;1;2;4174153,571
14964;2457447;2457532;111;-2;1798;1349162;159;19;5813449;96;5;241;862;613;112524;2;2;1;9;FALSE;3;999;744160,56;2500000;122820;1,48;1;2;5069288,44
10160;2457652;2457749;0;-2;1798;-3;156;12;300000;96;5;8;231;257;55844;1;1;5;8;FALSE;3;999;355365,5455;3000000;10000;2,87;1;1;55365,5455
2573;2457328;2457414;4;-2;1798;2426890;159;19;5000000;96;5;265;3972;613;63613;2;2;1;9;FALSE;3;999;6538333,333;25000000;533000;1;1;1;1538333,333
10922;2457618;2457627;0;-2;1798;2751069;159;19;1560405;96;5;60;4254;613;131757;3;2;1;9;FALSE;3;999;258973,0417;1000000;22950;1,88;1;2;1301431,958
9842;2457439;2457508;111;-2;1798;-3;156;12;2500000;96;5;1;2017;2166;91849;2;1;5;8;FALSE;3;999;1014184,387;10100000;25000;2,46;1;2;1485815,613
1590;2457628;2457651;103;-2;1798;1331131;159;19;10000000;96;5;128;5117;613;135723;3;2;1;9;FALSE;3;999;1915767,64;2500000;50000;2,36;1;2;8084232,36
120;2457423;2457507;4;-2;1798;1453905;26;10;2500000;96;5;128;1451;613;53953;1;2;1;9;FALSE;3;999;5094545,455;23640000;1026000;1,94;1;1;2594545,455
2098;2457468;2457560;5;-2;1798;2154622;26;10;1250000;96;5;60;3259;613;93124;2;2;1;9;FALSE;3;999;1188846,154;5050500;71700;1;1;2;61153,846
1854;2457303;2457361;0;-2;1798;91674;26;10;2500000;96;5;128;3350;613;122525;3;2;1;9;FALSE;3;999;737313,4615;1250000;101090;1,75;1;2;1762686,539
9358;2457539;2457619;103;-2;1798;1840148;26;10;2500000;96;5;265;2300;613;174652;3;2;1;9;FALSE;3;999;304203,7308;1200000;16700;1,35;1;2;2195796,269
12412;2457528;2457537;111;-2;1798;1366850;26;10;700000;96;5;128;1021;613;104039;2;2;1;9;FALSE;3;999;474418,1818;3580000;23000;2;1;2;225581,8182
11605;2457422;2457436;111;-2;1798;1092889;385;11;2000000;96;5;128;360;613;92219;2;2;1;9;FALSE;3;999;2923007,895;45000000;25000;2,33;1;2;923007,895
14602;2457646;2457735;111;-2;1798;1818260;385;11;2500000;96;5;128;2182;613;95538;2;2;1;9;FALSE;3;999;2435584,242;13500000;41500;2,36;1;2;64415,758
10957;2457662;2457736;104;-2;1798;1261384;238;9;1250000;96;5;70;5315;613;193832;4;2;1;9;FALSE;3;999;1836053,191;1900000;1250000;2,8;1;3;586053,191
7254;2457308;2457387;111;-2;1798;-3;156;12;2500000;96;5;221;1259;1594;153340;3;1;5;8;FALSE;3;999;655099,7807;1500000;150000;2,96;1;2;1844900,219
4103;2457542;2457628;103;-2;1798;-3;156;12;200000;96;5;60;5285;1619;11426;1;1;5;8;FALSE;3;999;579214,5833;2800000;51980;1,46;1;1;379214,5833
2364;2457304;2457395;111;-2;1798;2601925;147;3;500000;96;5;259;4129;613;115945;2;2;1;9;FALSE;3;999;418081,3679;2000000;20300;1,43;1;2;81918,6321
6963;2457566;2457608;93;-2;1798;-3;156;12;1000000;96;5;70;5103;2505;181434;4;1;5;8;FALSE;3;999;3433434,109;76308648;50000;1,61;1;2;2433434,109
12169;2457358;2457447;4;-2;1798;257686;26;10;2500000;96;5;265;4703;613;94557;2;2;1;9;FALSE;3;999;931368,5541;12828000;20000;1,68;1;2;1568631,446
3441;2457344;2457359;111;-2;1798;-3;156;12;1250000;96;5;8;203;195;142512;3;1;5;8;FALSE;3;999;1121962,467;5000000;50000;3,04;1;2;128037,533
13790;2457445;2457520;93;390981;720;2556336;58;6;690000;96;5;136;6108;1166;165258;3;2;2;4;FALSE;3;999;1141773,688;13104000;50000;1,44;1;2;451773,688
3004;2457565;2457648;93;-2;1798;-3;26;10;1250000;96;5;128;7769;508;63903;2;1;5;8;FALSE;3;999;775438,0323;14000000;20000;2,24;1;1;474561,9677
10062;2457323;2457408;103;-2;1798;1847497;26;10;1000000;96;5;102;2315;613;73120;2;2;1;9;FALSE;3;999;621955,6962;2500000;20400;1,57;1;1;378044,3038
12124;2457445;2457451;0;-2;1798;-3;158;12;500000;96;5;128;1263;1628;164142;3;1;5;8;FALSE;3;999;2230763,391;24537500;100000;2,45;1;2;1730763,391
5723;2457419;2457483;111;-2;1798;-3;440;15;1950000;96;5;8;55;139;130759;3;1;5;8;FALSE;3;999;957204,3478;5527000;51500;1,59;1;2;992795,6522
6727;2457428;2457515;0;-2;1798;1455294;159;19;11160000;96;5;128;1474;613;124236;3;2;1;9;FALSE;3;999;1924333,439;15900000;29234;4,26;1;2;9235666,561
14777;2457632;2457684;111;-2;1798;1339978;301;16;10000000;96;5;211;779;613;42547;1;2;1;9;FALSE;3;999;2030923,092;6500000;100000;2,46;1;1;7969076,908
1237;2457388;2457463;0;-2;1798;1595856;301;16;12000000;96;5;128;1980;613;101439;2;2;1;9;FALSE;3;999;1412310,625;4734700;100000;2,1;1;2;10587689,38
13799;2457398;2457489;104;-2;1798;-3;156;12;900000;96;5;8;231;201;62018;2;1;5;8;FALSE;3;999;502777,7778;1800000;50000;1,84;1;1;397222,2222
2249;2457447;2457471;0;-2;1798;-3;156;12;1250000;96;5;8;174;103;153051;3;1;5;8;FALSE;3;999;617093,6098;1250000;54000;1,75;1;2;632906,3902
1294;2457473;2457500;103;-2;1798;1472738;385;11;2500000;96;5;128;1510;613;100611;2;2;1;9;FALSE;3;999;997356,0606;1000000;250000;2,4;1;2;1502643,939
12441;2457423;2457513;0;-2;1798;-3;158;12;2866846;96;5;1;1639;350;71733;2;1;5;8;FALSE;3;999;2230763,391;30000000;50000;2,64;1;1;636082,609
14616;2457599;2457691;104;-2;1798;-3;156;12;1250000;96;5;70;681;1993;192810;4;1;5;8;FALSE;3;999;1203335,632;10000000;70700;1,54;1;3;46664,368
4784;2457515;2457606;111;-2;1798;-3;156;12;500000;96;5;33;206;208;74618;2;1;5;8;FALSE;3;999;2498710;12000000;52400;1,93;1;1;1998710
5660;2457473;2457525;111;-2;1798;2162048;26;10;1250000;96;5;128;3226;613;75858;2;2;1;9;FALSE;3;999;3966297,721;25000000;50000;1,67;1;1;2716297,721
5785;2457391;2457471;111;-2;1798;457;238;9;1950000;96;5;101;2663;613;155948;3;2;1;9;FALSE;3;999;876174,0532;4000000;25000;2,54;1;2;1073825,947
3482;2457634;2457682;93;-2;1798;-3;156;12;2500000;96;5;85;596;2128;2140;1;1;5;8;FALSE;3;999;2242151,193;25000000;100000;3,2;1;1;257848,807
12172;2457469;2457559;111;-2;1798;2547193;159;19;22075;96;5;128;8363;613;40104;1;2;1;9;FALSE;3;999;330095,8478;3710000;10250;2,22;1;1;308020,8478
5340;2457426;2457519;0;-2;1798;2376212;26;10;1250000;96;5;265;3752;613;113153;2;2;1;9;FALSE;3;999;740672,8395;21000000;25000;3,05;1;2;509327,1605
37;2457511;2457572;104;-2;1798;285906;301;16;10000000;96;5;259;5237;613;171636;3;2;1;9;FALSE;3;999;493968,7667;2500000;50000;2,25;1;2;9506031,233
14076;2457608;2457654;93;-2;1798;2109366;159;19;35000000;96;5;140;2983;613;204611;4;2;1;9;FALSE;3;999;5990080,829;40000000;100000;2,5;1;3;29009919,17
8390;2457642;2457711;104;-2;1798;-3;156;12;1250000;96;5;8;226;133;135654;3;1;5;8;FALSE;3;999;462000;4000000;42150;2,44;1;2;788000
14293;2457634;2457725;111;-2;1798;-3;156;12;1250000;96;5;8;213;191;165225;3;1;5;8;FALSE;3;999;1325667,504;9500000;26500;2,31;1;2;75667,504
12474;2457416;2457504;111;334634;1732;2158894;58;6;1200600;96;5;128;7063;2545;120516;3;2;2;4;FALSE;3;999;1219878,346;10000000;20000;2,57;1;2;19278,346
3138;2457624;2457671;5;-2;1798;1865266;385;11;1250000;96;5;69;2370;613;100536;2;2;1;9;FALSE;3;999;947383,0317;2500000;200000;1,14;1;2;302616,9683
4465;2457408;2457493;4;-2;1798;2060633;385;11;1250000;96;5;259;2883;613;94038;2;2;1;9;FALSE;3;999;656741,4262;2500000;35200;2,11;1;2;593258,5738
2029;2457507;2457596;0;-2;1798;2112007;385;11;1250000;96;5;86;3084;613;172952;3;2;1;9;FALSE;3;999;1068305,905;12000000;50000;1,8;1;2;181694,095
12527;2457496;2457550;111;-2;1798;-3;156;12;1250000;96;5;17;193;202;81618;2;1;5;8;FALSE;3;999;1590310,462;16614000;50000;2,7;1;2;340310,462
8459;2457559;2457651;93;-2;1798;-3;156;12;1250000;96;5;133;7752;508;84500;2;1;5;8;FALSE;3;999;984791,2186;46500000;19000;3,4;1;2;265208,7814
13132;2457501;2457593;4;-2;1798;-3;156;12;2500000;96;5;125;3800;2397;135433;3;1;5;8;FALSE;3;999;858868,0488;1500000;149000;1,14;1;2;1641131,951
1288;2457396;2457479;1;-2;1798;701280;159;19;12000000;96;5;128;4925;613;160003;3;2;1;9;FALSE;3;999;466666,6667;1000000;200000;1,25;1;2;11533333,33
12501;2457408;2457495;93;-2;1798;-3;156;12;1250000;96;5;128;1267;840;115327;2;1;5;8;FALSE;3;999;1765622,473;25000000;50000;3,16;1;2;515622,473
2046;2457452;2457539;0;210868;27;1905902;58;6;330000;96;5;221;5841;294;180719;4;2;2;4;FALSE;3;999;752648,2222;5000000;9500;1,93;1;2;422648,2222
9781;2457346;2457393;111;-2;1798;-3;156;12;500000;96;5;259;5666;887;153029;3;1;5;8;FALSE;3;999;533333,3333;2500000;100000;1,53;1;2;33333,3333
12221;2457620;2457709;103;-2;1798;-3;156;12;1250000;96;5;8;84;194;74740;2;1;5;8;FALSE;3;999;832717,9487;4500000;100000;2,07;1;1;417282,0513
11231;2457620;2457717;111;-2;1798;-3;156;12;1250000;96;5;165;5104;1407;102556;2;1;5;8;FALSE;3;999;1030890,22;17000000;25000;2,93;1;2;219109,78
8805;2457636;2457677;111;-2;1798;1959973;385;11;1250000;96;5;265;2584;613;154228;3;2;1;9;FALSE;3;999;1028473,077;2500000;100000;1,23;1;2;221526,923
2645;2457530;2457622;104;-2;1798;-3;156;12;1250000;96;5;128;7784;1352;95116;2;1;5;8;FALSE;3;999;1915767,64;10404633;100000;2,55;1;2;665767,64
5658;2457612;2457608;111;-2;1798;-3;440;15;15000000;96;5;59;5643;2181;174555;3;1;5;8;FALSE;3;999;1162814,217;2500000;224910;1,5;1;2;13837185,78
11733;2457444;2457502;103;-2;1798;1466627;26;10;200000;96;5;191;1455;613;102751;2;2;1;9;FALSE;3;999;822083,3333;2800000;35100;1,5;1;2;622083,3333
13654;2457320;2457353;93;-2;1798;-3;156;12;500000;96;5;208;286;567;135855;3;1;5;8;FALSE;3;999;1755681,165;8000000;25000;3,83;1;2;1255681,165
8475;2457509;2457516;103;-2;1798;1331131;159;19;10000000;96;5;265;783;613;103339;2;2;1;9;FALSE;3;999;493968,7667;2751000;25000;1,87;1;2;9506031,233
12099;2457359;2457446;111;-2;1798;1247500;385;11;1250000;96;5;128;698;613;134942;3;2;1;9;FALSE;3;999;369200;1000000;51500;1,89;1;2;880800
12921;2457510;2457602;111;-2;1798;-3;156;12;2100000;96;5;128;62;164;154634;3;1;5;8;FALSE;3;999;2047450,495;12500000;52400;4,5;1;2;52549,505
12164;2457620;2457712;103;-2;1798;-3;156;12;1250000;96;5;149;7729;617;141836;3;1;5;8;FALSE;3;999;341704,5455;1000000;100000;1,33;1;2;908295,4545
